﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:020lNhjfL8GZncDF2GIRQB","The Intrepid Fox","Jesse Fischer","Flipped II","1","5","378293","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T08:21:34Z"
"spotify:track:5ttt5jGhwwr227Ss80yw8Q","A Lover And A Fighter","James Francies","Flight","1","11","283489","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T08:25:57Z"
"spotify:track:75i129f0UVOfYmVaPQmijt","Fairweather Green","School Of The Arts, t lavitz, Dave Weckl, Frank Gambale, John Patitucci","School of the Arts","1","1","328986","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:33:17Z"
"spotify:track:5IAQ7zN0EZVfeGZe7mwhep","Manteca","Larry Coryell","Barefoot Man: Sanpaku","1","6","502489","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:34:57Z"
"spotify:track:1ssL0FWhyhaUwXFITWUDog","Mysterious Traveller","Jeff Lorber Fusion","Now Is The Time","1","5","236960","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:36:46Z"
"spotify:track:6hhpa8nis2KC2VkwroVouV","Ramat gan","Omer Avital","Abutbul Music (Bonus Track Version)","1","7","465954","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:39:09Z"
"spotify:track:5vWlKMqrEUvBLquvApxAep","Fauve","jizue","Shiori","1","7","282193","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:39:45Z"
"spotify:track:3bHgNxMcnlQcyUKGqugKo6","Up","Adam Baldych, Helge Lien Trio","Bridges","1","9","265388","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:40:02Z"
"spotify:track:62mUe2e6AFoDSuB5UZPEjj","Mansions of Millions of Years","Mammal Hands","Animalia","1","1","367946","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:41:27Z"
"spotify:track:1saqYz2C1fbIj7J2xqZN9W","Pelangi","5Petani","Sawah Impian","1","2","288613","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-13T09:54:20Z"
"spotify:track:4JRQLCoyY6FEuelXbxFtjb","Ide Were Were","Carioca","Grateful","1","7","251253","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-15T09:32:50Z"
"spotify:track:1BYVhbLZ6PAsv36Gc8iPuK","Stratus","Billy Cobham","Spectrum","1","6","589786","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-16T11:00:13Z"
"spotify:track:6aJim69kiR8IWTtVzlixz6","Catavento","Dave Grusin","One Of A Kind","1","3","245666","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-16T11:12:23Z"
"spotify:track:4AMhabRXfjtWNhcwUpNQDv","And Then","Weather Report","Mr. Gone","1","8","200693","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-16T11:13:22Z"
"spotify:track:128PRIJPgVA22JJBAJLau1","The Only Thing I Could Wish For","Angela Bofill","Angie","1","5","266493","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-16T11:14:35Z"
"spotify:track:3RoReKldafLHDwT2mGPPA6","Hylife","Marcus Miller","Hylife","1","1","419276","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-16T11:19:24Z"
"spotify:track:35vrAaOvThXxvHwpbwrmng","Cosmic Underground","Adam Nitti","Not of This World","1","3","397640","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-16T11:21:26Z"
"spotify:track:4jUbjDrF7WqQhZveGyJhQE","Free Fall","Tony Grey","Moving","1","7","431186","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-16T11:21:47Z"
"spotify:track:7n5Ojlj6FIlNXDKOqSnEHR","Madiba","Shaun Martin","7Summers","1","10","329396","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-19T08:56:04Z"
"spotify:track:2N7sS349Xk1veEUTEw0cgQ","追憶の赤い日々","Calmera","Horns Riot","1","2","306582","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-22T08:14:50Z"
"spotify:track:1IavvvjcpNH0OZIpn3OwGu","Hala Land","Tarek Yamani","Peninsular","1","2","308674","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-22T12:35:38Z"
"spotify:track:0pUrfDzQtZAmZUSsv1ttBu","Shine","Elektrojazz, Michael Stephenson","New York Tribute","1","1","359066","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-24T12:53:00Z"
"spotify:track:0QDfFCWB4gDrT7xlXYg9nv","People Make The World Go Round - Mixed","Innerzone Orchestra","DJ-Kicks (Kerri Chandler) [Mixed Tracks]","1","18","267023","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-24T13:07:39Z"
"spotify:track:2gEOUPrIi4NgX175mZbKH7","The Magnificent Moon","Mildlife","Phase","1","1","532066","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-24T13:10:31Z"
"spotify:track:5AK87pEAvCIJ46MSN316aC","Myrtle Avenue","Floating Points","Shadows","1","1","602500","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-24T13:11:22Z"
"spotify:track:1UOTHt2Vxk5xHMvdN7gkRF","Dolores","The Black Market Trust","Folk Songs","1","5","123560","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-27T15:58:01Z"
"spotify:track:4Iy8aRWqeoo9jAP65QfNtP","Puri Jati","Nils Petter Molvær","Buoyancy","1","5","228706","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-27T18:32:14Z"
"spotify:track:1pASaPpC5gkDDQlcZi1QKi","Pavane","Regina Carter","Paganini: After A Dream","1","3","324573","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-27T18:42:46Z"
"spotify:track:785oxa0vXmvmyIUjGMqAUv","Nascedouro","Nação Zumbi","As 10 + do Manguebeat","1","7","216084","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-28T10:07:39Z"
"spotify:track:7gAYsrRT8UpdSPba5Z0yed","Hardgroove","The RH Factor","Hard Groove","1","1","331973","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-29T19:03:27Z"
"spotify:track:6SKqR2a8IjX5tYHs4zj84D","Cinnamon Tree","Esperanza Spalding","Radio Music Society","1","2","335960","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-29T19:06:44Z"
"spotify:track:6gVXJNHw1DBEaGEMJgTj1k","Skyward Bound","Steps Ahead","Steps Ahead","1","5","243920","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-29T19:26:16Z"
"spotify:track:5reT1HpzEOyAXLSbglG9Be","Raindrops Keep Falling on My Head","Emilie-Claire Barlow","The Beat Goes On","1","1","254096","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-29T19:26:36Z"
"spotify:track:3KskSrYOOWUSIp5kBmgxhx","Thing of Gold","Snarky Puppy","GroundUP","1","1","385120","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-29T19:35:30Z"
"spotify:track:1MRufqwOqcz0tVPlymfIEi","Bambala","Nuru Kane","Exile","1","3","179640","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-29T19:47:56Z"
"spotify:track:4fGNabqT8BB63Qs7tpHu61","Manhattan Skyline","MFSB","Mysteries of the World","1","1","286640","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-31T15:30:10Z"
"spotify:track:4i97EYYvezyfgU9PVDcSeV","Enjoy the Moment","Swingrowers","Remote","1","9","208540","spotify:user:21l7lx3frau5ex73pmhzwtygi","2019-12-31T19:48:19Z"
"spotify:track:22fOKro5r04C4WbEsbtTND","Singin’ A Cappella","The Idea of North","Anthology","1","9","282026","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-01T23:12:11Z"
"spotify:track:4LyCkwAkCLkY1KNz2a1Okm","Dear John","The Idea of North, James Morrison","Feels Like Spring","1","1","194386","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-01T23:13:02Z"
"spotify:track:3oxxnYafYfPar2bcCU87jg","Pass Me the Jazz","The Real Group","The Real Album","1","2","210746","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-01T23:15:53Z"
"spotify:track:6ok1ndnm7CCydQLVPQazRN","So Many Stars","Sergio Mendes & Brasil '66","Look Around","1","9","270840","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-01T23:17:45Z"
"spotify:track:2lSVCO7B9BjbNdVjw64lEO","Manyaka O Brazil","Richard Bona","Tiki","1","8","246386","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-03T19:03:25Z"
"spotify:track:4wpZadyjV07oPn5RyHqkRl","Armando's Rhumba","Chick Corea","My Spanish Heart","1","9","319066","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-03T19:13:32Z"
"spotify:track:4XyKqXYeL0FBPFbDrXLvJZ","Crazy Race","The RH Factor","Distractions","1","2","143280","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-03T19:43:53Z"
"spotify:track:6mnXklULvOG0mTkNvhQLMr","Come With Me","Tania Maria","Jazz Moods: Morning Cup Of Jazz","1","10","339160","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-04T14:37:02Z"
"spotify:track:3V7lRatiQz7MHP0E6VYKfk","Blues In The Pulpit","Dave Pope Trio, Mike Pope, John Patitucci","You and the Night and the Music","1","4","368360","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-23T15:29:12Z"
"spotify:track:02ZyX9IN4teDHjo97haavA","Understand Yourself (feat. Sullivan Fortner) - Instrumental Duo Version","Theo Croker, Sullivan Fortner","Understand Yourself","1","2","137137","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-24T10:41:55Z"
"spotify:track:4CxBlgvP5r2Xjx7piAEuqt","Savana, Céline, Aya, Pt. 2","Chassol","Savana, Céline, Aya, Pt. 2","1","1","183205","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-29T10:15:51Z"
"spotify:track:6pate5KXX0HTNBeM9zbfEg","Lion Sand","Agua Azul Quartet","Summer Pleasures","1","10","81308","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-29T10:21:21Z"
"spotify:track:5jHIi22mx6UUAjgbi8OQ0c","Instrumental Music for Vintage Cocktail Bars","Deluxe Cocktail Bar Music","Classic Music for Cocktail Bars","1","4","169127","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-29T10:21:44Z"
"spotify:track:68rEYM1ZXIv0ozbxTTh8N1","Mari Bercerita","Payung Teduh, Ichamalia","Ruang Tunggu","1","4","301717","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-29T11:00:42Z"
"spotify:track:1vNohgmWgLlGFL7bhR9ybe","Han","Jim Snidero","Project-K","1","1","466240","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-30T11:25:52Z"
"spotify:track:0vI6b1bVuS4BRAMLj7gb52","BLACCK - Live","Jon Batiste","Chronology Of A Dream: Live At The Village Vanguard","1","1","246773","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-30T11:46:43Z"
"spotify:track:3T0oY0D2wHB5prw1mmguiO","Soulsalicious - Remastered","Tape Five","Bossa for a Coup Reloaded","1","2","233304","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-01-30T13:05:54Z"
"spotify:track:7FxzgizJRGTQ3fxUqfvljg","Bad Bad News","Leon Bridges","Good Thing","1","2","207306","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-02T12:28:30Z"
"spotify:track:1lsvp57NI8vTXOdowNQJRz","Don't Let the World Pass You By","Jean-Luc Ponty","Cosmic Messenger","1","3","384040","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-03T10:32:45Z"
"spotify:track:7pDnuSsrnoHslBHlrJ1SSc","Manmay","Grégory Privat, Chris Jennings, Tilo Bertholo","Soley","1","13","264133","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-03T10:38:17Z"
"spotify:track:4BcHLB03E3zOJGfYKjopqf","Elegant People","Weather Report","Black Market","1","4","303533","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-04T17:52:17Z"
"spotify:track:2tCOdryTpRqRto1asfS0Jd","Ensueño","GODTET","Godtet","1","3","250023","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-04T18:00:57Z"
"spotify:track:3BctK2ivfX8xDcFX2PkwdI","Swag Times","Bill Laurance Trio","Swag Times","1","1","384269","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-06T19:07:55Z"
"spotify:track:2oY4JFGvzZGI9zK0xduQZG","So Long Chef","Nick Walters","Active Imagination","1","1","668813","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-06T19:08:07Z"
"spotify:track:6paMJTPTQSJJn7I8z0QQYq","Lonely Streets","Joey Alexander","Warna","1","3","333706","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-06T19:08:15Z"
"spotify:track:7AYdV37ek5H3eJzaaLGzG8","Road Away","Alfonso Gugliucci, Pekka Martikainen","Road Away","1","1","164695","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-06T19:09:25Z"
"spotify:track:712eVGwlDfPcwwoU2hyaic","Tiempo De Festival","The Dave Weckl Band","Perpetual Motion","1","11","313600","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-06T19:09:57Z"
"spotify:track:40JkkVGSWcwpTqQdR5Z4GM","Libertango","Rodrigo y Gabriela","Live Manchester and Dublin","1","6","193866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:06:19Z"
"spotify:track:2uMaucw4d5WsA0HguYCZFK","You're the One","Braxton Cook","Somewhere in Between","1","2","308000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:33:23Z"
"spotify:track:5D58AopxxArbrC4LO03K0C","- It's Just - Talk","Bob Curnow's L.A. Big Band, Bobby Shew, Wayne Bergeron, Alex Iles","Music of Pat Metheny & Lyle Mays","1","1","447933","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:39:48Z"
"spotify:track:57NbelD7NoWpb6dXVcOEbM","Alegría","Elia y Elizabeth","La Onda de Elia y Elizabeth","1","1","241946","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:42:12Z"
"spotify:track:1Uha8XwIjNMxVMLNjK78Sx","Caribe","Michel Camilo","Michel Camilo","1","9","480040","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:42:55Z"
"spotify:track:6V9HvO9ft54TjRYwUQWW80","Para Puerto Rico Voy","Joe Bataan","Saint Latin'S Day Massacre","1","4","314040","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:43:41Z"
"spotify:track:1U8wepZsOFSwioT3cqwwdx","Perla Morena","Spanish Harlem Orchestra, Rubén Blades","Across 110th Street (Digitally Remastered)","1","11","361426","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:45:20Z"
"spotify:track:0nxMthNP7hMqVn7sLyDDXC","El Rey De La Puntualidad","Héctor Lavoe, Fania All Stars","Lo Que Pide La Gente","1","3","405013","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:47:15Z"
"spotify:track:0cWrotZwqQAUrYpEeliVuR","La Comparsa","Chucho Valdés","New Conceptions","1","1","416933","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:48:48Z"
"spotify:track:0kkbix926akPrMmL7Oy3by","Tamashii No Rufuran","All That Jazz","Aki Jazz","1","9","298000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:53:31Z"
"spotify:track:3W13rbnAqAxYLG7k5Szdv4","Ai Wa Hana Kimi Wa Sonotane","All That Jazz","Aki Jazz","1","16","228866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T11:53:46Z"
"spotify:track:2KOJh2I1Bo0YFvvYGgMrCk","Beginning of Life","JABBERLOOP","NEW","1","2","270080","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T16:55:08Z"
"spotify:track:1dWqfPEa1snMS7kqIYNyB3","By The Way","Coco d'Or","Coco d'Or 2","1","4","290133","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T16:55:49Z"
"spotify:track:3ggXaHkbtPpTWIa4ljIbUr","Windy Afternoon","Lamp","Soyokaze Apartment Room 201","1","1","293053","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T16:56:03Z"
"spotify:track:7rADVpXdWn5hCXz3XzBegz","For Sentimental Reasons","Halie Loren","Simply Love","1","1","276466","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-09T16:56:25Z"
"spotify:track:0E8q2Fx2XuzXCO2NSAppkR","In A Sentimental Mood","Duke Ellington, John Coltrane","Duke Ellington & John Coltrane","1","1","255226","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-15T12:20:10Z"
"spotify:track:11CFsJs2mKj7MVO3swDPcB",">>>>>>>>>Voices","Kendrick Scott Oracle","A Wall Becomes A Bridge","1","4","407720","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-15T16:26:16Z"
"spotify:track:53qLUMiT81mlauOLkSNg7B","Yewande","Kansas Smitty's","Spring","1","1","329460","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-16T12:23:04Z"
"spotify:track:12k8V5wosYpfEK8w4W4Kb7","Pollock","Jeffrey Anthony","Harbor and a Lighthouse","1","2","239295","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-16T13:11:26Z"
"spotify:track:29WGtBWwY0MmzmCv9dXORU","Credits","Ant Law","Credits","1","1","256004","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-16T18:52:10Z"
"spotify:track:1kLnNSKAO9HxS4qKbR9aza","Bamako Love Song","MABUTA, Shane Cooper, Shabaka Hutchings","Welcome to This World","1","2","322000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-16T18:52:31Z"
"spotify:track:2lO10mx8zbxhneyaVtzP52","Strange Heat","Wanubalé","Strange Heat","1","1","318968","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-17T11:05:17Z"
"spotify:track:2tvXdkylO2rwJXziHNpQ26","Blackbird","Hiromi","Blackbird","1","1","321360","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-17T11:31:54Z"
"spotify:track:2z0u3RXhuS55h7mJF70K1C","Bessie's Blues","Chick Corea Akoustic Band","Chick Corea Akoustic Band","1","1","296293","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-17T11:33:05Z"
"spotify:track:3zxiKSACyysHnxekk6QLRi","168","Monita Tahalea","Dandelion","1","3","219614","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-17T11:39:15Z"
"spotify:track:4an0lMBXVVuvjp62nNiAJT","Piccadilly","Dua Empat, Marini Nainggolan","Two of a Kind","1","5","276266","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-17T11:43:30Z"
"spotify:track:0Wn9nXKrZLPrthog6vCScP","Nomad","bohemianvoodoo","color & monochrome","1","1","347133","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T19:30:25Z"
"spotify:track:7KUJeTrpC3Lwo0Nm79P4Ju","Light Skinned Beauty","Theo Croker","AfroPhysicist","1","4","203760","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T19:35:09Z"
"spotify:track:2rM9Ib7IcjWcMnsIuIOHV8","Orange","Calmera","Horns Riot","1","4","307649","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T19:42:24Z"
"spotify:track:7lDiqq9HFno3NptDyxNYNP","Leaps","James Francies","Flight","1","1","369440","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T19:48:54Z"
"spotify:track:09E2uhYXoGYVO1eNmsW4id","J Schleia","Andromeda Mega Express Orchestra","Vula","1","6","695960","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T19:49:46Z"
"spotify:track:1BHIbjTSQaJNl2vuTCdisw","The Philosopher","Ezra Collective","Juan Pablo: The Philosopher","1","3","316093","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T19:55:59Z"
"spotify:track:68d6ZfyMUYURol2y15Ta2Y","Lingus","Snarky Puppy","We Like It Here","1","8","645720","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T20:05:43Z"
"spotify:track:4WVxjcsAJ98IRWxeHLK9oX","Sunday Afternoon","Blossom Dearie","Blossom Dearie Sings (45th Anniversary Edition)","1","3","220301","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T20:08:43Z"
"spotify:track:0k7UbZFOcNSebBda0H52rT","Stars","Yosi Horikawa","Vapor","1","14","379561","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T20:14:04Z"
"spotify:track:5nmNMrcX3cVyp5jbdQeean","Bilongo","Richard Bona, Mandekan Cubano","Heritage","1","2","338218","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T20:19:52Z"
"spotify:track:0vlHJxm2m5GUdUnhBl5WFK","Smack 'em","Ghost-Note, Brandon "TAZ" Niederauer","Swagism","1","7","499413","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T20:20:30Z"
"spotify:track:4tfHE4UaJbxcJao7tRZkX2","Reel Fionia","Haugaard & Høirup, Tapani Varis, Le Vent du Nord","Gæstebud","1","4","130759","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T20:20:59Z"
"spotify:track:4pyI68IXzSdiQddwxZbu1I","Seven Ways","Now Vs Now, Jason Lindner, Panagiotis Andreou, Mark Guiliana, Avishai Cohen","Now vs. Now","1","3","372240","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T20:27:43Z"
"spotify:track:34iP1qPyAfLpBAcMo7TQfN","Forget Regret","The RH Factor, Stephanie McKay","Hard Groove","1","8","232160","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-18T20:29:46Z"
"spotify:track:2KRZcEnOLRXcqBf7rzRN1Y","Blood and Whiskey","Redtenbacher's Funkestra, Tucker Antell, Mike Outram","Blood and Whiskey","1","1","451165","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-20T18:23:26Z"
"spotify:track:1jji1sWxZOo7eWnXifT7yP","Spain","Chick Corea","Light As A Feather","2","5","333666","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-22T13:13:33Z"
"spotify:track:64UcuyRGoQGmNFySzLA3gq","Bedtime For Bix","Pearl Django, Lance Buller","New Metropolitan Swing","1","14","259426","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-22T14:11:07Z"
"spotify:track:0SmeZpsHAKKhNuxtCdOqS1","In Light Of Turmoil","Andromeda Mega Express Orchestra","Vula","1","2","838853","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-22T14:17:21Z"
"spotify:track:2SSWG46MqqFH4dKu1hWbHa","Hello Bello","Dua Empat, Nesia Ardi","Hello Bello","1","1","229000","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-22T14:18:53Z"
"spotify:track:33jt3kYWjQzqn3xyYQ5ZEh","Cheek To Cheek","Ella Fitzgerald, Louis Armstrong","The Complete Ella And Louis On Verve","1","9","354533","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-23T14:42:57Z"
"spotify:track:5i3kEggJ0v9G8P0RHGyk33","Beneath The Mask","Chick Corea Elektric Band","Beneath The Mask","1","1","213866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-23T14:46:12Z"
"spotify:track:56l4CzpusvjLJ1LnFl0KX3","Brakhage","Stereolab","Dots And Loops","1","1","330466","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T09:52:33Z"
"spotify:track:05d3KM9JTyNnnWIjo8PKvf","Haupe","Duke Ellington","Anatomy of a Murder","1","12","156306","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T09:55:14Z"
"spotify:track:6ZTilFyljGPpZeS5KbU0sh","Journey In Satchidananda","Alice Coltrane, Pharoah Sanders","Journey In Satchidananda","1","1","395866","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T09:57:05Z"
"spotify:track:3KjbDaMr76wJySRzM1Nx8G","Love Theme from "Spartacus"","Devadip Carlos Santana","The Swing Of Delight","1","2","411373","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T09:57:34Z"
"spotify:track:5V30hWPxNw3AZYHRmuSi5k","Pace Maker","Ghost-Note, Bobby Sparks","Swagism","1","3","408173","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T10:00:50Z"
"spotify:track:7cIYuqNAXx7gRKEsqEaFct","Ahimsa","Now Vs Now, Jason Lindner, Panagiotis Andreou, Mark Guiliana, Kurt Rosenwinkel","Now vs. Now","1","10","384066","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T10:08:56Z"
"spotify:track:1b92m4IM7WIu0Q4hfGCSpz","Siladen","Dua Empat, Marini Nainggolan","Two of a Kind","1","4","266413","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T10:11:39Z"
"spotify:track:6O88dCrmp22KUtlCcRkOdl","Túnel","Aline Morena, Hermeto Pascoal","Bodas de Latão","1","3","237493","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T10:26:20Z"
"spotify:track:7vrOjXJ3Oht6fFYxwoEV5J","Om Supreme","Alice Coltrane","Eternity","1","4","568946","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T10:30:20Z"
"spotify:track:13SKAB1duKOoYwCypjyiyY","Hickups","Wanubalé","Phosphenes","1","4","245546","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T10:33:33Z"
"spotify:track:6tAtwESfi8WOwZzPjFPBwm","A Mi Manera","Halie Loren","From the Wild Sky","1","11","230546","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-24T10:36:44Z"
"spotify:track:1TPuCR1ISUMz9Hz9eAqxji","Dorival","Mou Brasil","Farol","1","9","390853","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-25T09:30:56Z"
"spotify:track:1gxuzKTxHWoMfa6RqkHFdh","Hephaestus","The Steve McQueens","TERRAЯIUM","1","1","317146","spotify:user:21l7lx3frau5ex73pmhzwtygi","2020-02-25T10:28:58Z"
